Date,Open,High,Low,Close,Volume,Currency
2019-02-11,10029.84,10065.52,9988.83,10004.25,2320502095872,TWD
2019-02-12,10032.08,10100.23,10032.08,10097.74,2264891129856,TWD
2019-02-13,10123.61,10140.98,10074.34,10090.58,2455151050752,TWD
2019-02-14,10095.99,10135.62,10082.0,10089.01,2140212953088,TWD
2019-02-15,10111.18,10135.16,10055.5,10064.78,2137702006784,TWD
2019-02-18,10096.94,10165.77,10096.94,10145.28,1911921967104,TWD
2019-02-19,10152.11,10173.47,10143.15,10152.26,1765620056064,TWD
2019-02-20,10181.94,10272.46,10181.94,10272.46,2246722977792,TWD
2019-02-21,10282.32,10319.53,10256.53,10319.53,2282402873344,TWD
2019-02-22,10309.02,10322.92,10269.95,10322.92,2188749045760,TWD
2019-02-25,10343.45,10390.93,10343.45,10390.93,2325295923200,TWD
2019-02-26,10403.03,10416.91,10368.86,10391.55,2294987882496,TWD
2019-02-27,10385.81,10403.05,10343.56,10389.17,2510775910400,TWD
2019-03-04,10385.25,10402.39,10313.18,10349.88,2273773879296,TWD
2019-03-05,10323.25,10334.34,10295.44,10305.26,1773509017600,TWD
2019-03-06,10328.18,10359.12,10327.9,10357.15,1865837969408,TWD
2019-03-07,10359.47,10367.98,10299.46,10311.68,2007702044672,TWD
2019-03-08,10274.28,10274.28,10204.21,10241.75,1780633042944,TWD
2019-03-11,10224.27,10269.3,10214.02,10250.28,1774796013568,TWD
2019-03-12,10294.37,10382.12,10294.37,10343.33,1970512986112,TWD
2019-03-13,10331.27,10373.32,10331.27,10373.32,1810608029696,TWD
2019-03-14,10391.3,10407.27,10339.64,10348.65,2101889990656,TWD
2019-03-15,10374.66,10439.24,10370.0,10439.24,2821039063040,TWD
2019-03-18,10455.19,10512.7,10445.74,10512.7,2211774988288,TWD
2019-03-19,10497.4,10525.6,10484.69,10512.32,2284264882176,TWD
2019-03-20,10529.3,10556.81,10506.96,10551.56,2259956006912,TWD
2019-03-21,10563.93,10612.34,10551.67,10609.55,2137732939776,TWD
2019-03-22,10642.57,10667.94,10589.47,10639.07,2427097972736,TWD
2019-03-25,10535.12,10535.12,10458.79,10479.48,2215938097152,TWD
2019-03-26,10506.68,10559.2,10506.68,10559.2,1978542063616,TWD
2019-03-27,10542.68,10556.75,10515.86,10542.7,1974910058496,TWD
2019-03-28,10529.02,10536.26,10499.29,10536.26,1931348934656,TWD
2019-03-29,10551.99,10641.04,10525.27,10641.04,2220590891008,TWD
2019-04-01,10714.68,10735.07,10627.01,10642.63,2667626889216,TWD
2019-04-02,10695.47,10728.38,10685.1,10690.3,2311856062464,TWD
2019-04-03,10725.17,10741.56,10690.23,10704.38,2223449047040,TWD
2019-04-08,10759.96,10807.05,10759.96,10800.57,2775110123520,TWD
2019-04-09,10805.39,10851.6,10793.77,10851.6,2515362119680,TWD
2019-04-10,10839.93,10875.65,10815.61,10868.14,2380561907712,TWD
2019-04-11,10869.24,10887.12,10797.76,10808.77,2465946927104,TWD
2019-04-12,10820.94,10836.44,10782.02,10805.3,2239981944832,TWD
2019-04-15,10849.84,10897.21,10849.55,10875.6,2224983900160,TWD
2019-04-16,10905.63,10927.85,10876.34,10927.85,2542490877952,TWD
2019-04-17,10961.61,11016.92,10961.61,10997.26,2918387023872,TWD
2019-04-18,11038.24,11077.99,10926.85,10962.02,2903857954816,TWD
2019-04-19,11017.69,11045.08,10950.43,10968.5,2135393042432,TWD
2019-04-22,10994.52,11027.49,10974.82,10987.71,2117592023040,TWD
2019-04-23,10994.28,11025.68,10949.3,11025.68,1997219954688,TWD
2019-04-24,11054.02,11070.85,10995.83,11027.64,2158623064064,TWD
2019-04-25,11017.73,11046.77,11006.68,11039.86,2203495956480,TWD
2019-04-26,10986.53,10986.53,10906.44,10952.47,2174637047808,TWD
2019-04-29,10952.91,10992.55,10905.78,10939.06,2124675022848,TWD
2019-04-30,10945.94,10978.1,10910.78,10967.73,1865008021504,TWD
2019-05-02,10992.76,11046.64,10988.7,11004.49,1843567001600,TWD
2019-05-03,11037.99,11097.0,11018.86,11096.3,1868276957184,TWD
2019-05-06,11005.36,11005.36,10870.4,10897.12,2240192970752,TWD
2019-05-07,10913.95,11004.76,10913.95,10987.14,1781351972864,TWD
2019-05-08,10938.47,10946.82,10867.06,10923.71,1846441017344,TWD
2019-05-09,10910.47,10910.47,10732.97,10733.67,2457979060224,TWD
2019-05-10,10751.55,10834.69,10669.39,10712.99,2139240005632,TWD
2019-05-13,10684.04,10693.44,10549.06,10558.29,2021930041344,TWD
2019-05-14,10480.21,10544.97,10363.02,10519.25,2502439993344,TWD
2019-05-15,10535.24,10612.5,10535.24,10560.71,2024059961344,TWD
2019-05-16,10556.58,10573.93,10474.61,10474.61,2169569017856,TWD
2019-05-17,10508.56,10564.97,10384.11,10384.11,2375506984960,TWD
2019-05-20,10405.36,10465.84,10385.18,10398.41,1909236039680,TWD
2019-05-21,10362.35,10477.2,10342.32,10464.5,2268722102272,TWD
2019-05-22,10481.1,10520.62,10453.5,10457.22,1664425000960,TWD
2019-05-23,10404.0,10404.0,10289.69,10308.37,1960666988544,TWD
2019-05-24,10313.15,10370.97,10308.59,10328.28,1754166984704,TWD
2019-05-27,10344.18,10365.44,10305.28,10334.13,1661825974272,TWD
2019-05-28,10348.58,10361.61,10312.31,10312.31,3192363941888,TWD
2019-05-29,10277.35,10307.75,10227.44,10301.78,1853819977728,TWD
2019-05-30,10307.12,10384.36,10306.03,10382.99,1788364980224,TWD
2019-05-31,10386.12,10515.1,10369.02,10498.49,2168128012288,TWD
2019-06-03,10482.45,10511.2,10383.51,10500.07,1635935977472,TWD
2019-06-04,10499.51,10518.33,10421.81,10429.12,1621707063296,TWD
2019-06-05,10497.5,10541.29,10446.51,10461.62,1703241056256,TWD
2019-06-06,10409.9,10429.33,10371.08,10409.2,1715990036480,TWD
2019-06-10,10486.23,10566.47,10466.24,10566.47,1819227062272,TWD
2019-06-11,10567.54,10637.9,10548.06,10607.76,2350797029376,TWD
2019-06-12,10605.75,10630.69,10566.37,10615.66,2034496045056,TWD
2019-06-13,10582.19,10617.06,10539.49,10561.01,1685427978240,TWD
2019-06-14,10546.42,10568.92,10517.82,10524.67,1505289961472,TWD
2019-06-17,10488.7,10562.97,10474.19,10530.54,1444820942848,TWD
2019-06-18,10547.15,10573.77,10521.7,10566.74,1524244021248,TWD
2019-06-19,10650.48,10778.64,10650.48,10775.34,2370291105792,TWD
2019-06-20,10749.41,10799.14,10745.25,10785.01,2079803965440,TWD
2019-06-21,10817.71,10840.29,10773.47,10803.77,2780672032768,TWD
2019-06-24,10734.25,10786.33,10695.49,10779.45,1711746973696,TWD
2019-06-25,10777.18,10787.62,10693.04,10706.72,1790044012544,TWD
2019-06-26,10661.39,10690.98,10645.37,10652.55,1555572064256,TWD
2019-06-27,10674.2,10800.29,10674.2,10773.9,2226273124352,TWD
2019-06-28,10786.66,10788.08,10719.08,10730.83,1692971958272,TWD
2019-07-01,10821.3,10914.85,10821.3,10895.46,2277864112128,TWD
2019-07-02,10878.01,10888.21,10843.64,10865.12,2034223022080,TWD
2019-07-03,10793.1,10812.65,10720.66,10743.77,1875249987584,TWD
2019-07-04,10755.87,10791.28,10750.9,10775.9,1576588017664,TWD
2019-07-05,10785.85,10812.38,10756.67,10785.73,1573777965056,TWD
2019-07-08,10742.81,10781.11,10708.92,10751.22,1628873031680,TWD
2019-07-09,10729.83,10733.57,10680.85,10702.78,1723335966720,TWD
2019-07-10,10723.23,10810.16,10723.23,10798.48,2038765977600,TWD
2019-07-11,10817.6,10856.51,10799.65,10843.42,2378797940736,TWD
2019-07-12,10855.16,10867.59,10823.89,10824.35,2352192946176,TWD
2019-07-15,10819.92,10880.56,10769.57,10876.43,2211077947392,TWD
2019-07-16,10865.0,10899.84,10865.0,10886.05,2352142090240,TWD
2019-07-17,10861.11,10861.11,10804.34,10828.48,2420392067072,TWD
2019-07-18,10821.92,10835.43,10792.27,10799.28,2208631095296,TWD
2019-07-19,10861.99,10919.96,10861.99,10873.19,2136137007104,TWD
2019-07-22,10910.5,10949.76,10909.15,10944.53,2145600012288,TWD
2019-07-23,10963.86,10994.44,10932.53,10947.26,2326880059392,TWD
2019-07-24,10969.74,10976.46,10912.92,10935.76,2400800997376,TWD
2019-07-25,10892.25,10945.92,10879.4,10941.41,2543658991616,TWD
2019-07-26,10898.25,10907.44,10879.24,10891.98,2243427041280,TWD
2019-07-29,10872.63,10905.74,10863.33,10885.73,2149546983424,TWD
2019-07-30,10909.98,10927.16,10827.74,10830.9,2415678980096,TWD
2019-07-31,10824.15,10835.8,10754.07,10823.81,2427532869632,TWD
2019-08-01,10773.06,10773.25,10714.73,10731.75,2335385059328,TWD
2019-08-02,10641.28,10641.28,10524.68,10549.04,2828887130112,TWD
2019-08-05,10528.87,10542.49,10418.25,10423.41,2297340887040,TWD
2019-08-06,10304.88,10425.6,10180.04,10394.75,2451788005376,TWD
2019-08-07,10422.89,10461.37,10366.54,10386.18,2041179013120,TWD
2019-08-08,10383.62,10500.77,10383.62,10494.49,2086543032320,TWD
2019-08-09,10383.62,10500.77,10383.62,10494.49,2086543032320,TWD
2019-08-12,10491.79,10514.05,10440.77,10472.36,2361275973632,TWD
2019-08-13,10436.62,10436.62,10361.89,10362.66,2269333946368,TWD
2019-08-14,10444.5,10518.02,10427.73,10427.73,2618377109504,TWD
2019-08-15,10374.75,10374.75,10287.76,10327.13,2414019870720,TWD
2019-08-16,10345.42,10456.32,10318.37,10420.89,2566052118528,TWD
2019-08-19,10449.39,10516.05,10449.39,10488.75,2353812996096,TWD
2019-08-20,10508.42,10538.12,10497.13,10522.5,2290847055872,TWD
2019-08-21,10526.87,10545.25,10504.49,10525.8,2139265040384,TWD
2019-08-22,10560.01,10596.41,10515.72,10529.78,2281351938048,TWD
2019-08-23,10526.15,10541.73,10503.07,10538.11,1896147058688,TWD
2019-08-26,10453.4,10453.4,10340.15,10354.57,2015692980224,TWD
2019-08-27,10386.21,10431.78,10368.96,10387.23,2298779009024,TWD
2019-08-28,10397.6,10456.3,10397.6,10434.29,1678285996032,TWD
2019-08-29,10440.15,10466.99,10406.49,10462.43,2062954004480,TWD
2019-08-30,10504.28,10618.05,10504.28,10618.05,2823727874048,TWD
2019-09-02,10613.19,10634.85,10589.42,10634.85,2078557995008,TWD
2019-09-03,10629.22,10650.15,10557.03,10558.21,1996955975680,TWD
2019-09-04,10566.32,10670.43,10566.32,10657.31,2090577952768,TWD
2019-09-05,10718.4,10766.6,10714.27,10756.93,2805212905472,TWD
2019-09-06,10783.46,10803.07,10753.45,10780.64,2376172044288,TWD
2019-09-09,10808.68,10829.44,10778.15,10801.14,2214896074752,TWD
2019-09-10,10791.95,10810.03,10732.78,10753.58,2275041083392,TWD
2019-09-11,10787.65,10815.59,10746.87,10790.35,2151829995520,TWD
2019-09-12,10830.25,10862.68,10804.02,10827.55,2035882000384,TWD
2019-09-16,10822.69,10898.13,10822.69,10898.13,2107239956480,TWD
2019-09-17,10908.85,10912.23,10866.43,10874.5,2104935055360,TWD
2019-09-18,10887.42,10971.54,10878.34,10929.45,2121912942592,TWD
2019-09-19,10947.62,10954.18,10874.66,10894.7,1876180992000,TWD
2019-09-20,10908.1,10931.76,10903.45,10929.69,2822038093824,TWD
2019-09-23,10924.81,10948.19,10905.92,10919.02,1996494995456,TWD
2019-09-24,10917.44,10947.53,10886.62,10918.01,2057944956928,TWD
2019-09-25,10885.67,10885.67,10825.85,10873.69,1969225990144,TWD
2019-09-26,10909.57,10934.91,10856.96,10871.99,1930855055360,TWD
2019-09-27,10904.0,10921.17,10827.61,10829.68,2084919050240,TWD
2019-09-30,10904.0,10921.17,10827.61,10829.68,2084919050240,TWD
2019-10-01,10855.6,10967.65,10855.6,10967.65,2028813025280,TWD
2019-10-02,10945.92,10965.2,10927.39,10947.88,1628034039808,TWD
2019-10-03,10866.5,10888.4,10809.28,10875.91,1753548062720,TWD
2019-10-04,10907.69,10941.49,10854.12,10894.48,1759184027648,TWD
2019-10-07,10932.24,10954.45,10919.43,10935.06,1617646977024,TWD
2019-10-08,10986.01,11020.51,10986.01,11017.31,1872418963456,TWD
2019-10-09,10976.93,10989.39,10889.96,10889.96,1941591949312,TWD
2019-10-14,11004.74,11085.49,11004.74,11066.95,2395535048704,TWD
2019-10-15,11103.5,11126.45,11091.29,11111.8,2031757950976,TWD
2019-10-16,11166.17,11180.11,11113.18,11162.83,2346481876992,TWD
2019-10-17,11156.14,11186.88,11131.45,11186.88,2151304003584,TWD
2019-10-18,11190.21,11237.38,11154.86,11180.22,2561688993792,TWD
2019-10-21,11166.24,11188.13,11147.86,11184.15,1759993004032,TWD
2019-10-22,11221.19,11271.25,11218.25,11271.25,2112760971264,TWD
2019-10-23,11266.18,11281.12,11209.1,11239.67,2304727056384,TWD
2019-10-24,11266.84,11320.14,11254.59,11320.14,2106807943168,TWD
2019-10-25,11336.64,11347.18,11281.37,11296.12,1966175027200,TWD
2019-10-28,11321.99,11341.03,11295.44,11315.02,1737754935296,TWD
2019-10-29,11347.39,11373.95,11292.83,11333.87,2227968933888,TWD
2019-10-30,11336.97,11380.28,11306.95,11380.28,1993069953024,TWD
2019-10-31,11393.68,11428.42,11358.71,11358.71,2507446943744,TWD
2019-11-01,11373.7,11399.53,11335.51,11399.53,1920459997184,TWD
2019-11-04,11451.72,11559.07,11451.72,11556.85,2378888118272,TWD
2019-11-05,11576.18,11644.03,11576.18,11644.03,2333099950080,TWD
2019-11-06,11645.08,11668.2,11601.7,11653.07,2666579099648,TWD
2019-11-07,11642.91,11647.47,11552.08,11606.56,2358548103168,TWD
2019-11-08,11620.89,11642.41,11561.31,11579.54,2109525983232,TWD
2019-11-11,11570.33,11570.33,11409.83,11427.28,2387157975040,TWD
2019-11-12,11463.33,11520.37,11459.68,11520.37,2003121995776,TWD
2019-11-13,11483.24,11509.37,11439.09,11467.83,1956990025728,TWD
2019-11-14,11488.74,11498.25,11424.77,11450.42,2311997882368,TWD
2019-11-15,11485.46,11552.25,11485.46,11525.6,2446282981376,TWD
2019-11-18,11543.8,11599.78,11532.97,11599.78,1943785963520,TWD
2019-11-19,11608.48,11656.4,11576.79,11656.4,1908832993280,TWD
2019-11-20,11645.73,11649.07,11591.73,11631.2,1896810938368,TWD
2019-11-21,11573.84,11573.84,11478.43,11558.27,1861155028992,TWD
2019-11-22,11556.75,11577.02,11534.15,11566.8,1840627056640,TWD
2019-11-25,11590.81,11604.75,11559.33,11561.58,2150449020928,TWD
2019-11-26,11608.37,11642.96,11576.82,11576.82,3254379872256,TWD
2019-11-27,11590.81,11651.73,11590.81,11647.46,2166745989120,TWD
2019-11-28,11641.7,11654.06,11604.68,11617.08,1976952029184,TWD
2019-11-29,11616.88,11623.59,11485.16,11489.57,2296919883776,TWD
2019-12-02,11509.94,11524.85,11454.38,11502.83,2131338985472,TWD
2019-12-03,11473.32,11531.58,11460.06,11531.58,1884044001280,TWD
2019-12-04,11511.82,11513.83,11457.43,11510.47,1931861032960,TWD
2019-12-05,11546.75,11604.39,11546.75,11594.65,2128294969344,TWD
2019-12-06,11639.8,11657.65,11577.83,11609.64,1975916953600,TWD
2019-12-09,11635.47,11678.36,11631.03,11660.77,2332825088,TWD
2019-12-10,11647.78,11649.73,11607.26,11627.84,2273684992,TWD
2019-12-11,11635.07,11700.77,11622.58,11700.77,2258934016,TWD
2019-12-12,11766.98,11875.98,11766.98,11836.42,2486245888,TWD
2019-12-13,11937.9,11990.78,11913.02,11927.73,2969016064,TWD
2019-12-16,11915.61,11975.73,11915.61,11939.77,2643473920,TWD
2019-12-17,11939.62,12097.01,11939.62,12097.01,2495848960,TWD
2019-12-18,12061.1,12125.9,12059.92,12122.45,2570983936,TWD
2019-12-19,12082.98,12111.77,12008.16,12018.9,2236235008,TWD
2019-12-20,12001.56,12028.22,11937.45,11959.08,2649775104,TWD
2019-12-23,11969.14,12022.23,11960.21,12022.23,1907943936,TWD
2019-12-24,12023.79,12027.6,11976.38,11976.38,1724083968,TWD
2019-12-25,11978.94,12032.37,11973.95,12008.13,1518587008,TWD
2019-12-26,12018.38,12030.66,11982.64,12001.01,1618290048,TWD
2019-12-27,12032.72,12093.02,12032.72,12091.59,1868467968,TWD
2019-12-30,12094.81,12114.89,12046.22,12053.37,1890189056,TWD
2019-12-31,12019.19,12047.75,11997.14,11997.14,1742660992,TWD
2020-01-02,12026.5,12110.74,12026.23,12100.48,2023841024,TWD
2020-01-03,12167.44,12197.64,12023.6,12110.43,2572898048,TWD
2020-01-06,12035.71,12040.08,11953.36,11953.36,2345202944,TWD
2020-01-07,11961.97,11986.03,11822.4,11880.32,2338394880,TWD
2020-01-08,11818.76,11899.67,11777.45,11817.1,2428841984,TWD
2020-01-09,11889.46,11992.55,11889.46,11970.63,2036912000,TWD
2020-01-10,12009.27,12038.21,11959.06,12024.65,1868996992,TWD
2020-01-13,12069.61,12113.42,12037.24,12113.42,2292315904,TWD
2020-01-14,12161.73,12186.62,12140.27,12179.81,2255291904,TWD
2020-01-15,12169.92,12169.92,12048.01,12091.88,1943817984,TWD
2020-01-16,12006.08,12075.54,12006.08,12066.93,2049041024,TWD
2020-01-17,12080.72,12117.55,12055.91,12090.29,2009676032,TWD
2020-01-20,12107.56,12151.42,12101.55,12118.71,2095111040,TWD
2020-01-30,11933.23,11933.23,11418.22,11421.74,4917315072,TWD
2020-01-31,11494.03,11594.21,11436.95,11495.1,3130652928,TWD
2020-02-03,11365.9,11365.9,11138.03,11354.92,3472206080,TWD
2020-02-04,11399.46,11581.36,11393.03,11555.92,2731133952,TWD
2020-02-05,11601.55,11620.42,11512.71,11573.62,2624408064,TWD
2020-02-06,11605.11,11749.68,11605.11,11749.68,2305359104,TWD
2020-02-07,11712.71,11712.71,11592.09,11612.81,2182690048,TWD
2020-02-10,11514.72,11598.03,11423.34,11574.07,2328314112,TWD
2020-02-11,11614.25,11678.58,11614.25,11664.04,1845392000,TWD
2020-02-12,11693.4,11801.52,11693.4,11774.19,2120546048,TWD
2020-02-13,11813.5,11854.98,11784.94,11791.78,2132429952,TWD
2020-02-14,11806.52,11840.79,11788.87,11815.7,1697059968,TWD
2020-02-17,11770.3,11775.56,11724.82,11763.51,1837225984,TWD
2020-02-18,11700.91,11717.1,11642.95,11648.98,1882562944,TWD
2020-02-19,11655.37,11783.43,11654.16,11758.84,2169047040,TWD
2020-02-20,11785.78,11827.83,11714.15,11725.09,2035405056,TWD
2020-02-21,11721.16,11755.17,11661.63,11686.35,1952680960,TWD
2020-02-24,11615.28,11615.28,11512.08,11534.87,2347068928,TWD
2020-02-25,11506.74,11567.09,11415.47,11540.23,2158428928,TWD
2020-02-26,11468.6,11494.22,11408.06,11433.62,2641394944,TWD
2020-02-27,11436.96,11470.23,11274.52,11292.17,3360580096,TWD
2020-03-02,11184.66,11282.05,11049.85,11170.46,3204108032,TWD
2020-03-03,11279.86,11390.24,11279.86,11327.72,2572313088,TWD
2020-03-04,11368.25,11392.35,11297.81,11392.35,2245308928,TWD
2020-03-05,11454.65,11525.32,11454.65,11514.82,2290979072,TWD
2020-03-06,11471.36,11471.36,11310.32,11321.81,2518547968,TWD
2020-03-09,11221.76,11221.76,10977.64,10977.64,3897434112,TWD
2020-03-10,10907.62,11032.47,10830.22,11003.54,3544068096,TWD
2020-03-11,11022.82,11088.23,10885.91,10893.75,2804749056,TWD
2020-03-12,10845.39,10845.39,10359.67,10422.32,4844191744,TWD
2020-03-13,10091.03,10171.2,9636.15,10128.87,5906178048,TWD
2020-03-16,10069.42,10130.8,9717.77,9717.77,3783564032,TWD
2020-03-17,9538.64,9677.07,9371.35,9439.63,4504077824,TWD
2020-03-18,9453.98,9509.61,9218.67,9218.67,3991014912,TWD
2020-03-19,9085.28,9085.28,8523.63,8681.34,5702594048,TWD
2020-03-20,8816.86,9264.42,8816.86,9234.09,4683435008,TWD
